date,open,high,low,close,dkx,madkx,ma_short,ma_long
2026-01-27 14:15:00,10.32,10.34,10.29,10.3,10.346809523809524,10.361557936507936,10.330000000000002,10.343
2026-01-27 14:30:00,10.29,10.3,10.26,10.27,10.339103174603174,10.35804761904762,10.312000000000001,10.336
2026-01-27 14:45:00,10.27,10.28,10.22,10.25,10.329769841269844,10.354148412698413,10.292,10.328
2026-01-27 15:00:00,10.24,10.25,10.18,10.2,10.317174603174603,10.349242063492063,10.268,10.31
2026-01-28 09:45:00,10.2,10.23,10.13,10.15,10.301301587301586,10.342838095238097,10.234,10.288
2026-01-28 10:00:00,10.14,10.21,10.13,10.2,10.287531746031746,10.335214285714287,10.214,10.272
2026-01-28 10:15:00,10.21,10.24,10.19,10.24,10.27911111111111,10.32691746031746,10.208,10.26
2026-01-28 10:30:00,10.24,10.26,10.17,10.17,10.268547619047618,10.317757142857143,10.192,10.242
2026-01-28 10:45:00,10.17,10.23,10.16,10.19,10.257960317460316,10.307922222222222,10.190000000000001,10.229
2026-01-28 11:00:00,10.18,10.19,10.07,10.08,10.240984126984127,10.296829365079365,10.175999999999998,10.205000000000002
2026-01-28 11:15:00,10.08,10.1,10.06,10.08,10.222055555555556,10.284353968253967,10.152000000000001,10.183
2026-01-28 11:30:00,10.09,10.1,10.07,10.08,10.204626984126985,10.27090634920635,10.120000000000001,10.164
2026-01-28 13:15:00,10.09,10.1,10.03,10.04,10.185833333333333,10.256512698412697,10.094,10.142999999999999
2026-01-28 13:30:00,10.04,10.07,10.03,10.05,10.16756349206349,10.241551587301588,10.065999999999999,10.128
2026-01-28 13:45:00,10.06,10.1,10.05,10.08,10.153309523809524,10.22675238095238,10.065999999999999,10.121
2026-01-28 14:00:00,10.09,10.1,10.08,10.09,10.141904761904764,10.212189682539682,10.068000000000001,10.11
2026-01-28 14:15:00,10.09,10.11,10.06,10.06,10.130222222222223,10.197300793650793,10.064,10.091999999999999
2026-01-28 14:30:00,10.07,10.09,10.05,10.08,10.120063492063494,10.182452380952382,10.072,10.083000000000002
2026-01-28 14:45:00,10.08,10.1,10.03,10.04,10.109325396825398,10.16758888888889,10.07,10.068000000000001
2026-01-28 15:00:00,10.04,10.07,10.01,10.05,10.098944444444445,10.153384920634922,10.063999999999998,10.065
2026-01-29 09:45:00,10.03,10.06,9.93,9.94,10.08304761904762,10.139484126984128,10.034,10.050999999999998
2026-01-29 10:00:00,9.94,9.97,9.93,9.94,10.06588888888889,10.125610317460318,10.01,10.037
2026-01-29 10:15:00,9.94,9.99,9.93,9.94,10.05063492063492,10.112090476190478,9.982,10.027000000000001
2026-01-29 10:30:00,9.94,9.97,9.93,9.94,10.03652380952381,10.098986507936509,9.962,10.016
2026-01-29 10:45:00,9.94,9.95,9.92,9.93,10.022738095238095,10.085929365079366,9.937999999999999,10.001
2026-01-29 11:00:00,9.93,9.95,9.91,9.93,10.009753968253968,10.072714285714287,9.935999999999998,9.985
2026-01-29 11:15:00,9.92,9.93,9.91,9.92,9.997007936507938,10.059392857142857,9.931999999999999,9.971
2026-01-29 11:30:00,9.92,9.93,9.88,9.92,9.985246031746032,10.045911111111112,9.928,9.954999999999998
2026-01-29 13:15:00,9.92,9.96,9.91,9.94,9.976730158730158,10.032651587301586,9.928,9.945
2026-01-29 13:30:00,9.95,10.09,9.93,10.07,9.978468253968254,10.020603968253969,9.956,9.947
2026-01-29 13:45:00,10.07,10.09,10.01,10.05,9.982825396825397,10.010581746031747,9.98,9.958
2026-01-29 14:00:00,10.05,10.14,10.05,10.13,9.992230158730159,10.003215873015872,10.022,9.977
2026-01-29 14:15:00,10.13,10.15,10.1,10.13,10.00375396825397,9.998527777777777,10.064,9.995999999999999
2026-01-29 14:30:00,10.13,10.17,10.1,10.12,10.014777777777779,9.996353174603176,10.1,10.014
2026-01-29 14:45:00,10.12,10.19,10.11,10.15,10.027174603174604,9.996796825396826,10.116000000000001,10.036
2026-01-29 15:00:00,10.15,10.16,10.11,10.15,10.039238095238096,9.999745238095239,10.136,10.058
2026-01-30 09:45:00,10.14,10.28,10.11,10.21,10.055642857142859,10.00560873015873,10.152,10.087
2026-01-30 10:00:00,10.22,10.24,10.18,10.2,10.072746031746032,10.01435873015873,10.166,10.115
2026-01-30 10:15:00,10.19,10.23,10.18,10.22,10.089539682539682,10.025639682539682,10.186,10.142999999999999
2026-01-30 10:30:00,10.21,10.22,10.15,10.17,10.102896825396826,10.03808253968254,10.190000000000001,10.153
2026-01-30 10:45:00,10.17,10.18,10.11,10.12,10.111317460317462,10.050931746031747,10.184000000000001,10.16
2026-01-30 11:00:00,10.13,10.14,10.09,10.1,10.116420634920635,10.063350793650795,10.162,10.157
2026-01-30 11:15:00,10.11,10.11,10.07,10.08,10.118666666666668,10.074842063492063,10.138,10.152
2026-01-30 11:30:00,10.09,10.09,10.05,10.09,10.119761904761903,10.085340476190476,10.111999999999998,10.149
2026-01-30 13:15:00,10.08,10.12,10.07,10.11,10.121777777777778,10.094800793650794,10.1,10.145
2026-01-30 13:30:00,10.12,10.13,10.1,10.1,10.12379365079365,10.103256349206351,10.096,10.14
2026-01-30 13:45:00,10.11,10.11,10.07,10.08,10.123055555555556,10.10999761904762,10.091999999999999,10.126999999999999
2026-01-30 14:00:00,10.08,10.09,10.06,10.09,10.121039682539683,10.114826984126983,10.094,10.116
2026-01-30 14:15:00,10.08,10.1,10.03,10.03,10.115047619047619,10.11737777777778,10.081999999999999,10.097
2026-01-30 14:30:00,10.04,10.05,10.02,10.02,10.106444444444445,10.11773253968254,10.064,10.081999999999999
2026-01-30 14:45:00,10.02,10.04,10.01,10.02,10.097214285714287,10.116322222222223,10.047999999999998,10.072
2026-01-30 15:00:00,10.02,10.06,10.01,10.04,10.08940476190476,10.113620634920636,10.040000000000001,10.065999999999999
2026-02-02 09:45:00,10.07,10.19,10.03,10.16,10.090817460317458,10.110835714285715,10.053999999999998,10.074000000000002
2026-02-02 10:00:00,10.17,10.19,10.14,10.18,10.096515873015871,10.108511111111111,10.084,10.083
2026-02-02 10:15:00,10.19,10.23,10.18,10.2,10.104531746031745,10.106786507936508,10.12,10.092
2026-02-02 10:30:00,10.21,10.24,10.2,10.2,10.113079365079365,10.105715079365078,10.156,10.101999999999999
2026-02-02 10:45:00,10.2,10.23,10.19,10.21,10.121325396825398,10.105542063492063,10.19,10.114999999999998
2026-02-02 11:00:00,10.21,10.23,10.19,10.22,10.130134920634921,10.106451587301589,10.202,10.128
2026-02-02 11:15:00,10.22,10.25,10.2,10.21,10.139063492063492,10.108853174603173,10.208,10.146
2026-02-02 11:30:00,10.2,10.21,10.16,10.17,10.144468253968256,10.112655555555554,10.202000000000002,10.160999999999998
2026-02-02 13:15:00,10.17,10.2,10.15,10.16,10.148611111111112,10.117795238095239,10.193999999999999,10.175
2026-02-02 13:30:00,10.16,10.17,10.08,10.09,10.147531746031747,10.123607936507938,10.17,10.180000000000001
2026-02-02 13:45:00,10.09,10.11,10.07,10.07,10.143261904761905,10.128852380952381,10.14,10.171000000000001
2026-02-02 14:00:00,10.08,10.08,10.05,10.08,10.138555555555556,10.133056349206349,10.114,10.161
2026-02-02 14:15:00,10.07,10.11,10.07,10.1,10.135476190476192,10.136150793650796,10.1,10.151
2026-02-02 14:30:00,10.1,10.1,10.07,10.08,10.131801587301586,10.138023015873015,10.084,10.139000000000001
2026-02-02 14:45:00,10.08,10.1,10.07,10.08,10.127920634920637,10.138682539682542,10.081999999999999,10.126000000000001
2026-02-02 15:00:00,10.08,10.08,10.05,10.06,10.122484126984128,10.13791746031746,10.08,10.110000000000001
2026-02-03 09:45:00,10.06,10.07,9.95,10.0,10.112214285714286,10.13523253968254,10.064,10.089
2026-02-03 10:00:00,10.0,10.03,9.95,9.99,10.100055555555556,10.130791269841271,10.042,10.071
2026-02-03 10:15:00,10.0,10.01,9.96,9.98,10.087436507936507,10.12467380952381,10.022,10.053
2026-02-03 10:30:00,9.97,9.99,9.96,9.96,10.073246031746034,10.117245238095238,9.998000000000001,10.04
2026-02-03 10:45:00,9.97,9.99,9.95,9.96,10.059222222222223,10.108841269841271,9.978,10.029
2026-02-03 11:00:00,9.96,9.97,9.93,9.95,10.04470634920635,10.099456349206351,9.968,10.016
2026-02-03 11:15:00,9.95,9.95,9.92,9.92,10.029182539682541,10.088826984126985,9.954,9.998000000000001
2026-02-03 11:30:00,9.92,9.96,9.91,9.95,10.015896825396826,10.077236507936508,9.948,9.985
2026-02-03 13:15:00,9.96,9.99,9.95,9.98,10.00706349206349,10.065150793650794,9.952000000000002,9.975
2026-02-03 13:30:00,9.97,10.0,9.96,9.99,10.000301587301585,10.05293253968254,9.957999999999998,9.968
2026-02-03 13:45:00,10.0,10.0,9.98,9.99,9.995436507936509,10.041254761904764,9.966,9.967
2026-02-03 14:00:00,9.99,10.01,9.98,10.0,9.992119047619049,10.030461111111112,9.982,9.968
2026-02-03 14:15:00,10.0,10.01,9.98,10.0,9.989833333333332,10.020700793650793,9.992,9.97
2026-02-03 14:30:00,10.0,10.01,9.99,10.0,9.988507936507938,10.012226984126986,9.995999999999999,9.974
2026-02-03 14:45:00,10.0,10.03,9.99,10.03,9.989468253968255,10.005251587301588,10.004,9.981
2026-02-03 15:00:00,10.02,10.05,10.02,10.02,9.99135714285714,9.999916666666667,10.01,9.988000000000001
2026-02-04 09:45:00,10.0,10.1,9.98,10.08,9.99618253968254,9.996616666666666,10.026,10.004000000000001
2026-02-04 10:00:00,10.08,10.11,10.07,10.09,10.00452380952381,9.995479365079365,10.044,10.018
2026-02-04 10:15:00,10.08,10.09,10.06,10.06,10.010944444444444,9.99586746031746,10.056000000000001,10.026
2026-02-04 10:30:00,10.06,10.1,10.06,10.1,10.019174603174603,9.997754761904762,10.07,10.037
2026-02-04 10:45:00,10.09,10.1,10.08,10.09,10.027619047619048,10.000973015873015,10.084,10.047
2026-02-04 11:00:00,10.09,10.12,10.09,10.11,10.037126984126983,10.00547380952381,10.09,10.058
2026-02-04 11:15:00,10.11,10.11,10.09,10.1,10.045777777777777,10.011068253968254,10.092,10.068
2026-02-04 11:30:00,10.1,10.11,10.08,10.08,10.052603174603174,10.017477777777776,10.096,10.075999999999999
2026-02-04 13:15:00,10.08,10.11,10.08,10.09,10.059007936507937,10.024431746031745,10.094,10.081999999999999
2026-02-04 13:30:00,10.09,10.1,10.08,10.09,10.06481746031746,10.031777777777778,10.094,10.089
2026-02-04 13:45:00,10.08,10.09,10.07,10.08,10.069015873015873,10.039061111111112,10.088,10.089
2026-02-04 14:00:00,10.08,10.12,10.08,10.1,10.074087301587301,10.046017460317461,10.088,10.09
2026-02-04 14:15:00,10.11,10.14,10.1,10.13,10.080952380952379,10.053018253968254,10.098,10.097
2026-02-04 14:30:00,10.14,10.15,10.12,10.12,10.087579365079366,10.05985873015873,10.104,10.099
2026-02-04 14:45:00,10.13,10.13,10.11,10.12,10.092880952380954,10.06638492063492,10.11,10.102
2026-02-04 15:00:00,10.11,10.14,10.11,10.13,10.097880952380951,10.072460317460317,10.120000000000001,10.104
